zid;Аминьевское шоссе;Киевская;Кунцевская;Кутузовская;Мичуринский проспект;Озёрная;Парк Победы;Проспект Вернадского;Славянский бульвар;Юго-Западная
1000001;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000002;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000003;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000004;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000005;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000006;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000007;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000008;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000009;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000010;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000011;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000012;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000013;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000014;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000015;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000016;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000017;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000018;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000019;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000020;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000021;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000022;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000023;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000024;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000025;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000026;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000027;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000028;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000029;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000030;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000031;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000032;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000033;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000034;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000035;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000036;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000037;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000038;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000039;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000040;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000041;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000042;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000043;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000044;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000045;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000046;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000047;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000048;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000049;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000050;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000051;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000052;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000053;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000054;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000055;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000056;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000057;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000058;0.00;335.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000059;0.00;134.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000060;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000061;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000062;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000063;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000064;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000065;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000066;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000067;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000068;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000069;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000070;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000071;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000072;0.00;2 584.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000073;0.00;0.00;0.00;1 152.59;0.00;0.00;71.76;0.00;0.00;0.00
1000074;0.00;0.00;0.00;0.00;2.30;0.00;0.00;0.00;0.00;0.00
1000075;0.00;0.00;0.00;1 073.86;0.00;0.00;976.09;0.00;0.00;0.00
1000076;0.00;0.00;0.00;3.30;0.00;0.00;18.15;0.00;0.00;0.00
1000077;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000078;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000079;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000080;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000081;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000082;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000083;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000084;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000085;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000086;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000087;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000088;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000089;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000090;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000091;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000092;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000093;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000094;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000095;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000096;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000097;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000098;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000099;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000100;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000101;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000102;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000103;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000104;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000105;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000106;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000107;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000108;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000109;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000110;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000111;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000112;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000113;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000114;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000115;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000117;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000118;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000119;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000120;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000121;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000122;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000123;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000125;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000126;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000127;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000128;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000129;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000130;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000131;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000132;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000133;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000134;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000135;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000136;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000137;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000138;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000139;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000140;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000141;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000142;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000143;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000144;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000145;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000146;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000147;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000148;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000149;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000150;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000151;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000152;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000153;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000154;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000155;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000156;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000157;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000158;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000159;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000160;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000161;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000162;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000163;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000164;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000165;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000166;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000167;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000168;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000169;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000170;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000171;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000172;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000173;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000174;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000175;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000176;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000177;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000178;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000179;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000180;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000181;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000182;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000183;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000184;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000185;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000186;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000187;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000188;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000189;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000190;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000191;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000192;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000193;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000194;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000195;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000196;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000197;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000198;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000199;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000200;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000201;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000202;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000203;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000204;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000205;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000206;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000207;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000208;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000209;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000210;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000211;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000212;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000213;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000214;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000215;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000216;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000217;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000218;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000220;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000221;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000222;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000223;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000224;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000225;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000226;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000227;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000228;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000229;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000230;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000231;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000232;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000233;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000234;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000235;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000236;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000237;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000238;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000239;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000240;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000241;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000242;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000243;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000244;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000245;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000246;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000247;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000248;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000249;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000250;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000251;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000252;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000253;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000254;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000255;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000256;0.00;0.00;0.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000257;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000258;0.00;0.00;0.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000259;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000260;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000261;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000262;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000263;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000264;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000265;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000266;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000267;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000268;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000269;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000270;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000271;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000272;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000273;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000274;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000275;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000276;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000277;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000278;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000279;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000280;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000281;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000282;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000283;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000284;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000285;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000286;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000287;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000288;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000289;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000290;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000291;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000292;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000293;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000294;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000295;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000296;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000297;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000298;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000299;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000300;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000301;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000302;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000303;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000304;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000305;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000306;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000307;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000308;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000309;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000310;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000311;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000312;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000313;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000314;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000315;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000316;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000317;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
